text,label,is_augmented
how to diagnose ehlers-danlos syndrome?,diagnosis,
what are the symptoms of thrombocytopenia with elevated serum iga and renal disease?,symptom,
what are the symptoms of atrial fibrillation?,symptom,
how many people are affected by familial atrial fibrillation?,general,
how many people are affected by pyruvate carboxylase deficiency?,general,
what are the symptoms of tumor necrosis factor receptor-associated periodic syndrome?,symptom,
what causes blue rubber bleb nevus syndrome?,cause,
what causes nephrotic syndrome in adults?,cause,
what are the treatments for 3-beta-hydroxysteroid dehydrogenase deficiency?,treatment,
what are the treatments for gastritis?,treatment,
what are the treatments for isodicentric chromosome 15 syndrome?,treatment,
is x-linked agammaglobulinemia inherited?,genetics,
what to do for short bowel syndrome?,general,
what is (are) crigler-najjar syndrome?,definition,
how many people are affected by alpha thalassemia x-linked intellectual disability syndrome?,general,
what causes thalassemia?,cause,
what are the symptoms of ambras syndrome?,symptom,
what is (are) warts?,definition,
what is (are) hereditary hyperekplexia?,definition,
what are the symptoms of snyder-robinson syndrome?,symptom,
what are the symptoms of intrahepatic cholestasis of pregnancy?,symptom,
how to diagnose adult acute lymphoblastic leukemia?,diagnosis,
what is (are) episodic ataxia?,definition,
who is at risk for fanconi anemia?,risk,
what are the treatments for carney complex?,treatment,
what to do for mineral and bone disorder in chronic kidney disease?,general,
how many people are affected by triple x syndrome?,general,
what is (are) apocrine carcinoma?,definition,
what are the symptoms of lupus nephritis?,symptom,
what are the genetic changes related to lynch syndrome?,genetics,
what are the treatments for idiopathic juxtafoveal retinal telangiectasia?,treatment,
what are the treatments for alternating hemiplegia?,treatment,
what are the treatments for neurosarcoidosis?,treatment,
how many people are affected by hyperphosphatemic familial tumoral calcinosis?,general,
what are the treatments for opsoclonus myoclonus?,treatment,
what are the treatments for chops syndrome?,treatment,
how many people are affected by mucolipidosis iii alpha/beta?,general,
what are the treatments for warfarin sensitivity?,treatment,
what is (are) ulcerative proctitis?,definition,
what are the treatments for glucose transporter type 1 deficiency syndrome?,treatment,
how many people are affected by hereditary sensory and autonomic neuropathy type v?,general,
what research (or clinical trials) is being done for anal cancer?,general,
what is (are) idiopathic neutropenia?,definition,
how to diagnose scot deficiency?,diagnosis,
what causes essential tremor?,cause,
how to diagnose chronic hiccups?,diagnosis,
what is (are) creatinine?,definition,
what is (are) primary hyperoxaluria?,definition,
what is (are) rippling muscle disease?,definition,
what is (are) childhood extracranial germ cell tumors?,definition,
what is (are) bruises?,definition,
is cowden syndrome inherited?,genetics,
how to diagnose nasopharyngeal cancer?,diagnosis,
what is (are) congenital pulmonary lymphangiectasia?,definition,
how to prevent cardiogenic shock?,general,
what causes hypolipoproteinemia?,cause,
what are the treatments for nicolaides-baraitser syndrome?,treatment,
what are the treatments for dopamine transporter deficiency syndrome?,treatment,
what are the genetic changes related to lissencephaly with cerebellar hypoplasia?,genetics,
what are the genetic changes related to gaucher disease?,genetics,
what are the treatments for systemic lupus erythematosus?,treatment,
what are the symptoms of severe congenital neutropenia autosomal dominant?,symptom,
what are the treatments for thoracic outlet syndrome?,treatment,
how to diagnose x-linked congenital stationary night blindness?,diagnosis,
what are the symptoms of rabson-mendenhall syndrome?,symptom,
what is (are) cerebral atrophy?,definition,
what are the symptoms of 11-beta-hydroxylase deficiency?,symptom,
is common variable immune deficiency inherited?,genetics,
what research (or clinical trials) is being done for landau-kleffner syndrome?,general,
"what is (are) prader-willi habitus, osteopenia, and camptodactyly?",definition,
is autosomal recessive axonal neuropathy with neuromyotonia inherited?,genetics,
what is (are) exogenous ochronosis?,definition,
what are the treatments for childhood central nervous system embryonal tumors?,treatment,
what are the symptoms of autosomal recessive axonal neuropathy with neuromyotonia?,symptom,
what are the symptoms of myotonic dystrophy type 1?,symptom,
what are the treatments for hyperparathyroidism-jaw tumor syndrome?,treatment,
what causes kidney stones in children?,cause,
is x-linked infantile nystagmus inherited?,genetics,
what is (are) familial stomach cancer?,definition,
what are the treatments for long-chain 3-hydroxyacyl-coa dehydrogenase deficiency?,treatment,
what are the symptoms of paragangliomas 4?,symptom,
what is (are) chops syndrome?,definition,
is choroideremia inherited?,genetics,
what are the symptoms of centronuclear myopathy?,symptom,
what are the symptoms of cataract microcornea syndrome?,symptom,
what to do for medullary sponge kidney?,general,
what are the treatments for aplasia cutis congenita?,treatment,
what is (are) pars planitis?,definition,
do you have information about cosmetic dentistry,general,
what research (or clinical trials) is being done for tremor?,general,
how many people are affected by glycogen storage disease type i?,general,
what causes prolactinoma?,cause,
what are the treatments for hereditary hyperekplexia?,treatment,
what is (are) aids-related lymphoma?,definition,
is tyrosine hydroxylase deficiency inherited?,genetics,
how to diagnose diabetic neuropathies: the nerve damage of diabetes?,diagnosis,
how many people are affected by x-linked spondyloepiphyseal dysplasia tarda?,general,
what is (are) insulin resistance and prediabetes?,definition,
what are the symptoms of hardikar syndrome?,symptom,
what is the outlook for childhood craniopharyngioma?,definition,
is char syndrome inherited?,genetics,
what are the treatments for alkhurma hemorrhagic fever (ahf)?,treatment,
what are the symptoms of purpura simplex?,symptom,
what are the treatments for chiari malformation?,treatment,
what are the symptoms of treacher collins syndrome?,symptom,
is limb-girdle muscular dystrophy inherited?,genetics,
is bradyopsia inherited?,genetics,
what are the genetic changes related to protein c deficiency?,genetics,
what are the symptoms of angelman syndrome?,symptom,
what causes mowat-wilson syndrome?,cause,
is 7q11.23 duplication syndrome inherited?,genetics,
is autosomal recessive congenital stationary night blindness inherited?,genetics,
what are the symptoms of peyronie's disease?,symptom,
is vitelliform macular dystrophy inherited?,genetics,
what are the genetic changes related to familial cold autoinflammatory syndrome?,genetics,
what is (are) chilaiditi syndrome?,definition,
what is (are) schindler disease?,definition,
what are the treatments for weaver syndrome?,treatment,
what is (are) glycogen storage disease type ix?,definition,
what is (are) premenstrual syndrome?,definition,
what are the symptoms of cold urticaria?,symptom,
what are the symptoms of child syndrome?,symptom,
what are the treatments for bile duct cancer (cholangiocarcinoma)?,treatment,
"what are the treatments for hereditary endotheliopathy, retinopathy, nephropathy, and stroke?",treatment,
what are the genetic changes related to ophthalmo-acromelic syndrome?,genetics,
how many people are affected by complete lcat deficiency?,general,
what are the treatments for severe congenital neutropenia?,treatment,
what is (are) afibrinogenemia?,definition,
is leber congenital amaurosis inherited?,genetics,
what are the treatments for camurati-engelmann disease?,treatment,
is oculocutaneous albinism inherited?,genetics,
what are the treatments for dentatorubral-pallidoluysian atrophy?,treatment,
what is (are) oculocutaneous albinism?,definition,
what are the symptoms of sillence syndrome?,symptom,
what are the genetic changes related to coffin-siris syndrome?,genetics,
what are the symptoms of selig benacerraf greene syndrome?,symptom,
what is the outlook for apraxia?,definition,
is sickle cell disease inherited?,genetics,
what are the symptoms of iron-deficiency anemia?,symptom,
do you have information about anabolic steroids,general,
what is (are) anonychia congenita?,definition,
what are the genetic changes related to rapid-onset dystonia parkinsonism?,genetics,
what are the symptoms of myofibrillar myopathy?,symptom,
what are the treatments for intervertebral disc disease?,treatment,
what is (are) cicatricial pemphigoid?,definition,
how many people are affected by shprintzen-goldberg syndrome?,general,
what is (are) finger injuries and disorders?,definition,
what research (or clinical trials) is being done for non-small cell lung cancer?,general,
what is (are) mainzer-saldino syndrome?,definition,
how to diagnose hypersensitivity pneumonitis?,diagnosis,
is neutral lipid storage disease with myopathy inherited?,genetics,
what are the treatments for oral lichen planus?,treatment,
what is (are) serpiginous choroiditis?,definition,
what is the outlook for cavernous malformation?,definition,
what is (are) hepatitis b?,definition,
what are the symptoms of landau-kleffner syndrome?,symptom,
what is the outlook for encephaloceles?,definition,
is danon disease inherited?,genetics,
what is (are) spastic paraplegia type 3a?,definition,
is factor v deficiency inherited?,genetics,
what is (are) meningitis?,definition,
